current_state,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,number_of_people
District of Columbia ,2018,693798,568201,68603,47555,9439,Alabama,174
Florida,2018,21092877,17863603,2420485,587261,221528,Alabama,12870
Georgia,2018,10410462,8909803,1174523,274273,51863,Alabama,15589
Hawaii,2018,1403653,1211015,125172,54074,13392,Alabama,484
Idaho,2018,1734756,1438727,209540,79765,6724,Alabama,84
Illinois,2018,12599244,11029483,1295596,206620,67545,Alabama,1280
Indiana,2018,6612948,5614432,821113,145256,32147,Alabama,966
Iowa,2018,3119306,2662849,371285,74199,10973,Alabama,148
Kansas,2018,2874208,2392841,371025,95748,14594,Alabama,476
Kentucky,2018,4414714,3744188,547535,110456,12535,Alabama,2055
Louisiana,2018,4603081,4033845,474843,81355,13038,Alabama,1462
Maine,2018,1324095,1143612,142453,34706,3324,Alabama,0
Maryland,2018,5974521,5133916,630955,163216,46434,Alabama,647
Massachusetts,2018,6834364,5970065,653940,144042,66317,Alabama,483
Michigan,2018,9891083,8562101,1144840,139276,44866,Alabama,537
Minnesota,2018,5543490,4781432,635928,100270,25860,Alabama,976
Mississippi,2018,2955717,2582347,297788,68000,7582,Alabama,8401
Missouri,2018,6053109,5161553,720626,152326,18604,Alabama,2378
Montana,2018,1051757,891554,113693,43375,3135,Alabama,540
Nebraska,2018,1905843,1602056,239853,54579,9355,Alabama,268
Nevada,2018,3003761,2495398,366629,127362,14372,Alabama,397
New Hampshire,2018,1344750,1170412,119936,48367,6035,Alabama,158
New Jersey,2018,8815804,7870909,722620,159846,62429,Alabama,147
New Mexico,2018,2072546,1797834,204099,60068,10545,Alabama,1099
New York,2018,19329704,17327068,1614505,254447,133684,Alabama,1395
North Carolina,2018,10274540,8723401,1178884,318681,53574,Alabama,3287
North Dakota,2018,749825,623183,89228,33735,3679,Alabama,4
Ohio,2018,11555163,9892715,1426959,198026,37463,Alabama,1744
Oklahoma,2018,3895983,3226343,548493,106943,14204,Alabama,541
Oregon,2018,4152756,3438653,554097,140627,19379,Alabama,315
Pennsylvania,2018,12674699,11119060,1239854,253520,62265,Alabama,1202
Rhode Island,2018,1047975,928114,78525,32841,8495,Alabama,183
South Carolina,2018,5029034,4309043,511153,186505,22333,Alabama,4636
South Dakota,2018,871271,740970,100177,26775,3349,Alabama,84
Tennessee,2018,6692936,5706212,748791,209377,28556,Alabama,8547
Texas,2018,28333482,23992374,3575604,563945,201559,Alabama,5945
Utah,2018,3114717,2583764,408033,100824,22096,Alabama,315
Vermont,2018,621681,542177,50818,26306,2380,Alabama,124
Virginia,2018,8424340,7142767,947475,274003,60095,Alabama,3426
Washington,2018,7453439,6101533,1028654,260906,62346,Alabama,495
West Virginia,2018,1787630,1585832,156420,43841,1537,Alabama,83
Wisconsin,2018,5751525,4960260,659159,114613,17493,Alabama,572
Wyoming,2018,570867,479561,62957,25734,2615,Alabama,639
Puerto Rico,2018,3173956,2915696,234174,20900,3186,Alabama,0
Alabama,2019,4849509,4197698,534842,104780,12189,Alabama,0
Alaska,2019,722063,609362,74375,34031,4295,Alabama,260
Arizona,2019,7200620,6038776,861935,253295,46614,Alabama,1750
Arkansas,2019,2989054,2559444,361762,59723,8125,Alabama,636
California,2019,39084048,34394220,3943139,480204,266485,Alabama,3310
Colorado,2019,5701658,4695821,736314,240600,28923,Alabama,3422
Connecticut,2019,3531986,3106754,306070,90044,29118,Alabama,248
Delaware,2019,964817,843383,79186,38014,4234,Alabama,0
District of Columbia ,2019,697556,563798,64893,58879,9986,Alabama,462
Florida,2019,21269409,18083185,2381208,601611,203405,Alabama,15153
Georgia,2019,10499808,9034705,1130068,284541,50494,Alabama,14169
Hawaii,2019,1396819,1215974,116566,49708,14571,Alabama,502
Idaho,2019,1764327,1478739,200377,78730,6481,Alabama,19
Illinois,2019,12536539,11014059,1274091,190627,57762,Alabama,1658
Indiana,2019,6656971,5735703,743092,151443,26733,Alabama,1481
Iowa,2019,3121385,2686528,348082,72651,14124,Alabama,70
Kansas,2019,2879518,2426897,345003,94648,12970,Alabama,1021
Kentucky,2019,4421512,3792437,517128,100057,11890,Alabama,4390
Louisiana,2019,4595111,4018892,491341,67640,17238,Alabama,2567
Maine,2019,1331656,1162558,128105,36129,4864,Alabama,73
Maryland,2019,5979602,5224363,569388,141766,44085,Alabama,1597
Massachusetts,2019,6828110,5975607,644535,144079,63889,Alabama,1099
Michigan,2019,9880758,8606216,1104190,132008,38344,Alabama,1997
Minnesota,2019,5575235,4836702,606228,106920,25385,Alabama,433
Mississippi,2019,2943737,2583691,291479,61683,6884,Alabama,3512
Missouri,2019,6069697,5200465,694303,152345,22584,Alabama,2246
Montana,2019,1056994,882156,129779,40862,4197,Alabama,400
Nebraska,2019,1910711,1622237,234322,46064,8088,Alabama,812
Nevada,2019,3048602,2510591,384676,132950,20385,Alabama,239
New Hampshire,2019,1350155,1173997,119189,50288,6681,Alabama,379
New Jersey,2019,8791672,7888800,689445,149260,64167,Alabama,357
New Mexico,2019,2073628,1816418,189705,55545,11960,Alabama,751
New York,2019,19240920,17213380,1638372,254806,134362,Alabama,851
North Carolina,2019,10371906,8834381,1170200,315215,52110,Alabama,4697
North Dakota,2019,750501,615450,94413,36668,3970,Alabama,0
Ohio,2019,11556037,9891733,1415185,205542,43577,Alabama,1203
Oklahoma,2019,3907258,3282746,509137,101844,13531,Alabama,241
Oregon,2019,4178578,3527178,501680,129921,19799,Alabama,162
Pennsylvania,2019,12670245,11092255,1259103,267465,51422,Alabama,1898
Rhode Island,2019,1050602,930406,80686,34984,4526,Alabama,0
South Carolina,2019,5092727,4414770,478892,176008,23057,Alabama,873
South Dakota,2019,872708,739009,102133,26934,4632,Alabama,339
Tennessee,2019,6754461,5782145,755183,196765,20368,Alabama,6294
Texas,2019,28642658,24347958,3517954,559661,217085,Alabama,8791
Utah,2019,3162102,2661654,389057,95608,15783,Alabama,1027
Vermont,2019,617560,536752,57776,21212,1820,Alabama,77
Virginia,2019,8439982,7201805,903735,264855,69587,Alabama,4028
Washington,2019,7527366,6253469,977928,231956,64013,Alabama,1060
West Virginia,2019,1773280,1563611,164739,39548,5382,Alabama,245
Wisconsin,2019,5760481,5001140,634732,107973,16636,Alabama,678
Wyoming,2019,572884,473128,68127,30247,1382,Alabama,1227
Puerto Rico,2019,3175835,2968876,169733,31144,6082,Alabama,141
Alabama,2010,4729509,3987155,620465,108723,13166,Alaska,3013
Alaska,2010,702974,565031,95878,36326,5739,Alaska,0
Arizona,2010,6332786,5069002,1001991,222725,39068,Alaska,3109
Arkansas,2010,2888304,2387806,412997,79127,8374,Alaska,934
California,2010,36907897,30790221,5413287,444749,259640,Alaska,9579
Colorado,2010,4988190,4042039,725413,186366,34372,Alaska,2225
Connecticut,2010,3541146,3100742,342904,77333,20167,Alaska,0
Delaware,2010,889812,764640,90001,30759,4412,Alaska,68
District of Columbia ,2010,596747,474676,63766,51244,7061,Alaska,591
Florida,2010,18647600,15554008,2459530,482889,151173,Alaska,5887
Georgia,2010,9587237,8015409,1278548,249459,43821,Alaska,3645
Hawaii,2010,1346274,1140572,134315,53581,17806,Alaska,743
Idaho,2010,1550967,1279856,209272,55638,6201,Alaska,3264
Illinois,2010,12680126,11009852,1404525,203959,61790,Alaska,1764
Indiana,2010,6414862,5431015,833086,127353,23408,Alaska,177
Iowa,2010,3013053,2553210,375650,72557,11636,Alaska,519
Kansas,2010,2820894,2341401,372161,95059,12273,Alaska,1050
Kentucky,2010,4296639,3638259,519887,118443,20050,Alaska,3017
Louisiana,2010,4483529,3826390,547291,97889,11959,Alaska,1504
Maine,2010,1313902,1136780,146735,27758,2629,Alaska,424
Maryland,2010,5716785,4917637,588879,164484,45785,Alaska,2672
Massachusetts,2010,6489250,5583650,706624,140162,58814,Alaska,1891
Michigan,2010,9762127,8310098,1291901,116149,43979,Alaska,1040
Minnesota,2010,5244256,4480630,647946,89872,25808,Alaska,1169
Mississippi,2010,2931228,2510729,340266,72321,7912,Alaska,1192
Missouri,2010,5920858,4968921,786726,145226,19985,Alaska,1051
Montana,2010,978507,821709,117752,35630,3416,Alaska,650
Nebraska,2010,1802697,1497138,247005,51290,7264,Alaska,35
Nevada,2010,2667364,2030410,517261,102677,17016,Alaska,511
New Hampshire,2010,1303865,1118359,141213,39367,4926,Alaska,0
New Jersey,2010,8709933,7841470,684482,127369,56612,Alaska,383
New Mexico,2010,2039549,1735950,220663,73605,9331,Alaska,969
New York,2010,19171916,16976205,1779540,269427,146744,Alaska,5070
North Carolina,2010,9443000,7982017,1141001,263256,56726,Alaska,1618
North Dakota,2010,665654,556222,75720,30100,3612,Alaska,1066
Ohio,2010,11405101,9745227,1453401,172633,33840,Alaska,1556
Oklahoma,2010,3716264,3065497,528824,106511,15432,Alaska,1397
Oregon,2010,3794008,3110896,545841,116700,20571,Alaska,2027
Pennsylvania,2010,12577555,11053022,1239199,235580,49754,Alaska,2185
Rhode Island,2010,1042240,900283,99603,32059,10295,Alaska,0
South Carolina,2010,4577399,3870879,537961,152441,16118,Alaska,1670
South Dakota,2010,805616,680993,96805,25777,2041,Alaska,25
Tennessee,2010,6282706,5299496,801355,159778,22077,Alaska,343
Texas,2010,24899075,20500156,3740344,486558,172017,Alaska,11613
Utah,2010,2724064,2240636,388410,77780,17238,Alaska,1798
Vermont,2010,619363,534975,59032,22529,2827,Alaska,184
Virginia,2010,7930773,6752310,870491,259507,48465,Alaska,3296
Washington,2010,6661321,5464985,946923,191784,57629,Alaska,5644
West Virginia,2010,1833535,1625125,166168,39609,2633,Alaska,1326
Wisconsin,2010,5623196,4824045,691592,93065,14494,Alaska,798
Wyoming,2010,556954,444614,82255,28046,2039,Alaska,0
Puerto Rico,2010,3676493,3392179,247593,31732,4989,Alaska,156
Alabama,2011,4745278,4024442,588293,117726,14817,Alaska,1771
Alaska,2011,711962,571857,100280,35084,4741,Alaska,0
Arizona,2011,6402301,5107496,1028366,222877,43562,Alaska,5001
Arkansas,2011,2906632,2421746,405831,69845,9210,Alaska,560
California,2011,37222678,31213310,5271168,468428,269772,Alaska,7358
Colorado,2011,5048443,4048042,763233,202124,35044,Alaska,3191
Connecticut,2011,3548667,3139496,316883,71502,20786,Alaska,180
Delaware,2011,897187,775414,83156,33912,4705,Alaska,329
District of Columbia ,2011,611608,489659,66519,48066,7364,Alaska,135
Florida,2011,18863948,15742168,2454255,498597,168928,Alaska,7405
Georgia,2011,9699859,8095407,1289450,271077,43925,Alaska,1079
Hawaii,2011,1357806,1160948,122727,57542,16589,Alaska,844
Idaho,2011,1559637,1284530,208434,60336,6337,Alaska,4510
Illinois,2011,12718402,11076528,1353853,216204,71817,Alaska,4119
Indiana,2011,6437155,5478683,809158,127874,21440,Alaska,371
Iowa,2011,3027718,2573313,370554,70405,13446,Alaska,967
Kansas,2011,2833584,2372033,362782,83640,15129,Alaska,108
Kentucky,2011,4316297,3686232,505741,110031,14293,Alaska,0
Louisiana,2011,4518629,3865118,538691,99138,15682,Alaska,288
Maine,2011,1315833,1120364,157102,33818,4549,Alaska,37
Maryland,2011,5759087,5008452,553895,153979,42761,Alaska,671
Massachusetts,2011,6515057,5658768,656441,139830,60018,Alaska,225
Michigan,2011,9766574,8340767,1242917,139158,43732,Alaska,3456
Minnesota,2011,5277329,4505462,646176,101029,24662,Alaska,893
Mississippi,2011,2943021,2534036,332934,68511,7540,Alaska,117
Missouri,2011,5937896,4963040,801046,149439,24371,Alaska,2043
Montana,2011,987076,828254,122210,33553,3059,Alaska,1118
Nebraska,2011,1817126,1505191,253269,52070,6596,Alaska,721
Nevada,2011,2688336,2084668,480317,110345,13006,Alaska,597
New Hampshire,2011,1305678,1141236,122129,37000,5313,Alaska,0
New Jersey,2011,8719952,7825661,693380,140194,60717,Alaska,1198
New Mexico,2011,2055293,1753413,228218,62130,11532,Alaska,416
New York,2011,19248685,17055260,1756105,282209,155111,Alaska,6124
North Carolina,2011,9539412,8070238,1160510,265291,43373,Alaska,3991
North Dakota,2011,675161,559906,79837,32510,2908,Alaska,393
Ohio,2011,11418944,9764366,1425709,191778,37091,Alaska,1637
Oklahoma,2011,3742698,3089041,528498,108878,16281,Alaska,1137
Oregon,2011,3828714,3128121,549332,127906,23355,Alaska,1935
Pennsylvania,2011,12610486,11099077,1224564,234291,52554,Alaska,759
Rhode Island,2011,1040022,903786,101689,26769,7778,Alaska,0
South Carolina,2011,4624180,3899705,546666,157644,20165,Alaska,2421
South Dakota,2011,814175,688436,94655,27506,3578,Alaska,554
Tennessee,2011,6333466,5342978,794556,170969,24963,Alaska,531
Texas,2011,25327104,20984855,3648260,514726,179263,Alaska,6670
Utah,2011,2769627,2295961,373984,85217,14465,Alaska,2151
Vermont,2011,621354,537304,60719,20463,2868,Alaska,580
Virginia,2011,7996552,6789620,889751,257130,60051,Alaska,3202
Washington,2011,6748474,5565069,919925,208507,54973,Alaska,5266
West Virginia,2011,1836614,1609110,172262,50068,5174,Alaska,598
Wisconsin,2011,5647213,4846550,675623,109439,15601,Alaska,432
Wyoming,2011,561389,462808,66648,30651,1282,Alaska,761
Puerto Rico,2011,3669195,3403602,238263,22649,4681,Alaska,378
Alabama,2012,4764428,4054260,590326,104600,15242,Alaska,1004
Alaska,2012,721186,592551,90613,33415,4607,Alaska,0
Arizona,2012,6468907,5242674,953789,232457,39987,Alaska,3717
Arkansas,2012,2912680,2453347,373046,76948,9339,Alaska,855
California,2012,37572738,31777868,5046618,493641,254611,Alaska,6995
Colorado,2012,5123944,4131357,751921,205060,35606,Alaska,3457
Connecticut,2012,3555319,3114940,334918,80311,25150,Alaska,439
Delaware,2012,906576,782216,86003,34757,3600,Alaska,692
District of Columbia ,2012,624847,500267,61992,53830,8758,Alaska,1247
Florida,2012,19114620,16032617,2380288,537148,164567,Alaska,10704
Georgia,2012,9796547,8231384,1236302,277466,51395,Alaska,2654
Hawaii,2012,1374852,1164145,134827,55145,20735,Alaska,1417
Idaho,2012,1573036,1296975,210151,59283,6627,Alaska,1198
Illinois,2012,12725119,11009321,1441191,208755,65852,Alaska,2250
Indiana,2012,6457067,5493090,805228,134137,24612,Alaska,479
Iowa,2012,3035469,2585979,362938,75760,10792,Alaska,951
Kansas,2012,2848708,2361899,381695,88284,16830,Alaska,333
Kentucky,2012,4328626,3676472,521511,112787,17856,Alaska,304
Louisiana,2012,4545914,3912023,528406,91215,14270,Alaska,403
Maine,2012,1315586,1132344,151438,27523,4281,Alaska,38
Maryland,2012,5816472,5068457,549973,154983,43059,Alaska,1947
Massachusetts,2012,6580641,5752166,626380,142577,59518,Alaska,890
Michigan,2012,9778980,8330990,1268105,133981,45904,Alaska,1152
Minnesota,2012,5315228,4536303,653012,101042,24871,Alaska,523
Mississippi,2012,2947696,2529377,339807,73500,5012,Alaska,0
Missouri,2012,5951913,4965459,801093,162930,22431,Alaska,2186
Montana,2012,995544,829489,126463,37690,1902,Alaska,726
Nebraska,2012,1829420,1540361,237937,43266,7856,Alaska,626
Nevada,2012,2725280,2105070,481496,124285,14429,Alaska,2161
New Hampshire,2012,1309203,1127376,125118,50484,6225,Alaska,437
New Jersey,2012,8772744,7929570,655465,130223,57486,Alaska,359
New Mexico,2012,2060595,1769341,226243,54693,10318,Alaska,320
New York,2012,19352153,17202134,1723117,270053,156849,Alaska,4002
North Carolina,2012,9640490,8167830,1149080,273149,50431,Alaska,1458
North Dakota,2012,689838,563978,84294,38213,3353,Alaska,70
Ohio,2012,11414635,9735390,1440815,196391,42039,Alaska,2207
Oklahoma,2012,3762311,3107367,531347,108972,14625,Alaska,1279
Oregon,2012,3857465,3158450,560673,118925,19417,Alaska,2513
Pennsylvania,2012,12630082,11107110,1252378,215500,55094,Alaska,1658
Rhode Island,2012,1040527,899551,101165,33446,6365,Alaska,0
South Carolina,2012,4668886,3929626,564350,156705,18205,Alaska,1244
South Dakota,2012,821669,676014,115606,26051,3998,Alaska,855
Tennessee,2012,6378278,5396833,783077,177098,21270,Alaska,1281
Texas,2012,25711791,21354247,3656070,507752,193722,Alaska,6759
Utah,2012,2805440,2324019,373980,87870,19571,Alaska,2819
Vermont,2012,620224,532237,61242,24431,2314,Alaska,93
Virginia,2012,8085389,6857430,915242,250653,62064,Alaska,1906
Washington,2012,6815763,5648199,904695,215494,47375,Alaska,4328
West Virginia,2012,1837518,1613322,174112,47125,2959,Alaska,306
Wisconsin,2012,5660677,4849945,693737,99192,17803,Alaska,236
Wyoming,2012,569734,459226,77324,31149,2035,Alaska,590
Puerto Rico,2012,3628402,3366593,238042,20044,3723,Alaska,57
Alabama,2013,4781296,4067683,594583,104102,14928,Alaska,1026
Alaska,2013,725193,583799,99953,34360,7081,Alaska,0
Arizona,2013,6543362,5321158,941347,236146,44711,Alaska,4418
Arkansas,2013,2923642,2475807,367837,70621,9377,Alaska,1193
California,2013,37873189,32197933,4898331,485477,291448,Alaska,8457
Colorado,2013,5206012,4186643,778520,206543,34306,Alaska,1606
Connecticut,2013,3562959,3127421,325895,88351,21292,Alaska,1688
Delaware,2013,914025,791278,81363,36790,4594,Alaska,272
District of Columbia ,2013,636535,509958,68917,46571,11089,Alaska,579
Florida,2013,19345059,16199361,2442119,529406,174173,Alaska,10876
Georgia,2013,9870319,8256209,1279601,278972,55537,Alaska,3143
Hawaii,2013,1387361,1177733,135860,58083,15685,Alaska,1615
Idaho,2013,1592596,1317235,205418,61592,8351,Alaska,2887
Illinois,2013,12740816,11036387,1411859,223605,68965,Alaska,2624
Indiana,2013,6492306,5499346,835689,133508,23763,Alaska,649
Iowa,2013,3053635,2585189,380270,75650,12526,Alaska,1539
Kansas,2013,2854869,2386028,363906,89735,15200,Alaska,958
Kentucky,2013,4345186,3665604,558412,103207,17963,Alaska,1388
Louisiana,2013,4568320,3941211,519010,91889,16210,Alaska,1369
Maine,2013,1315753,1128262,146334,36780,4377,Alaska,912
Maryland,2013,5857213,5078020,572131,161525,45537,Alaska,1589
Massachusetts,2013,6619999,5724592,700613,135150,59644,Alaska,1634
Michigan,2013,9784094,8296283,1294706,144091,49014,Alaska,4783
Minnesota,2013,5353441,4585137,636274,104825,27205,Alaska,1564
Mississippi,2013,2957797,2531410,350982,68588,6817,Alaska,401
Missouri,2013,5973448,5015609,779132,159936,18771,Alaska,438
Montana,2013,1003013,827494,130187,40035,5297,Alaska,2017
Nebraska,2013,1842900,1546788,241707,45854,8551,Alaska,440
Nevada,2013,2757365,2166730,447480,126583,16572,Alaska,1466
New Hampshire,2013,1310978,1128583,131200,44867,6328,Alaska,598
New Jersey,2013,8803679,7941559,667248,136907,57965,Alaska,990
New Mexico,2013,2059689,1764969,224508,56808,13404,Alaska,420
New York,2013,19431954,17297785,1715158,272066,146945,Alaska,6790
North Carolina,2013,9737365,8233641,1176351,275922,51451,Alaska,4199
North Dakota,2013,714804,593677,78944,38908,3275,Alaska,159
Ohio,2013,11439593,9748676,1458505,185749,46663,Alaska,663
Oklahoma,2013,3801521,3131192,545546,109255,15528,Alaska,1550
